s1,s2,Re(z_ex.tm),Im(z_ex.tm),Abs(z_ex.tm),Arg(z_ex.tm),Re(z_ex.te),Im(z_ex.te),Abs(z_ex.te),Arg(z_ex.te)
+0.00000000E+00,+0.00000000E+00,-4.99600361E-16,+5.91676451E-01,+5.91676451E-01,+1.57079633E+00,+3.33066907E-16,+1.74199583E+00,+1.74199583E+00,+1.57079633E+00
+9.08827649E-01,+0.00000000E+00,+2.77555756E-17,+3.84391599E-01,+3.84391599E-01,+1.57079633E+00,-3.33066907E-16,+1.27994225E+00,+1.27994225E+00,+1.57079633E+00
+1.81765530E+00,+0.00000000E+00,+6.93889390E-17,+3.35736903E-02,+3.35736903E-02,+1.57079633E+00,-4.71844785E-16,+7.42668261E-01,+7.42668261E-01,+1.57079633E+00
+2.72648295E+00,+0.00000000E+00,+1.21430643E-17,-2.48252506E-01,+2.48252506E-01,-1.57079633E+00,-6.59194921E-17,+4.66247982E-01,+4.66247982E-01,+1.57079633E+00
+3.63531060E+00,+0.00000000E+00,+1.23599048E-17,-4.66774399E-01,+4.66774399E-01,-1.57079633E+00,-1.00830802E-17,+3.26861174E-01,+3.26861174E-01,+1.57079633E+00
+4.54413825E+00,+0.00000000E+00,-5.84113920E-18,-6.53110358E-01,+6.53110358E-01,-1.57079633E+00,-6.17317612E-18,+2.48926876E-01,+2.48926876E-01,+1.57079633E+00
+5.45296590E+00,+0.00000000E+00,+1.79316875E-18,-8.24454057E-01,+8.24454057E-01,-1.57079633E+00,-5.23095784E-19,+2.00664648E-01,+2.00664648E-01,+1.57079633E+00
+6.36179355E+00,+0.00000000E+00,-7.84276739E-18,-9.88586528E-01,+9.88586528E-01,-1.57079633E+00,-1.57883757E-18,+1.68209361E-01,+1.68209361E-01,+1.57079633E+00
+7.27062120E+00,+0.00000000E+00,+2.37629706E-19,-1.14895394E+00,+1.14895394E+00,-1.57079633E+00,-3.61495247E-20,+1.44957106E-01,+1.44957106E-01,+1.57079633E+00
+8.17944884E+00,+0.00000000E+00,-6.74875702E-18,-1.30714311E+00,+1.30714311E+00,-1.57079633E+00,-6.76385233E-19,+1.27476171E-01,+1.27476171E-01,+1.57079633E+00
